talent,parrot_id,country,non_home_demand,home_demand,flag
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PY,0.002,,https://flagicons.lipis.dev/flags/4x3/py.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CY,0.001,,https://flagicons.lipis.dev/flags/4x3/cy.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,BN,0,,https://flagicons.lipis.dev/flags/4x3/bn.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,MT,0,,https://flagicons.lipis.dev/flags/4x3/mt.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,AL,0,,https://flagicons.lipis.dev/flags/4x3/al.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,WW,,,https://flagicons.lipis.dev/flags/4x3/ww.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,GB,,1.261,https://flagicons.lipis.dev/flags/4x3/gb.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,US,0.117,,https://flagicons.lipis.dev/flags/4x3/us.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,GH,0.108,,https://flagicons.lipis.dev/flags/4x3/gh.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,GB,0.096,,https://flagicons.lipis.dev/flags/4x3/gb.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,CA,0.039,,https://flagicons.lipis.dev/flags/4x3/ca.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,ZA,0.027,,https://flagicons.lipis.dev/flags/4x3/za.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,IN,0.021,,https://flagicons.lipis.dev/flags/4x3/in.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,PE,0.018,,https://flagicons.lipis.dev/flags/4x3/pe.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,FR,0.014,,https://flagicons.lipis.dev/flags/4x3/fr.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,PH,0.013,,https://flagicons.lipis.dev/flags/4x3/ph.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,PK,0.013,,https://flagicons.lipis.dev/flags/4x3/pk.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,AE,0.012,,https://flagicons.lipis.dev/flags/4x3/ae.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,DE,0.01,,https://flagicons.lipis.dev/flags/4x3/de.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,JP,0.008,,https://flagicons.lipis.dev/flags/4x3/jp.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,ID,0.007,,https://flagicons.lipis.dev/flags/4x3/id.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,EE,0.006,,https://flagicons.lipis.dev/flags/4x3/ee.svg
Funke Akindele,89464fd3-0e69-4d4f-9c9b-311264972daa,NL,0.005,,https://flagicons.lipis.dev/flags/4x3/nl.svg
