parrot_id,short_id,name,content_type,home_country,country,average_demand,peak_demand,market_standing,market_travelability_index
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,CO,0.003442707635168581,0.07147931345962569,Below Average,0.0004048243345404668
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,LK,0.0033760499275891733,0.1545497999464386,Below Average,0.00039698612549908085
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,TN,0.003107253300448815,0.2253728969574203,Below Average,0.0003653786155853065
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,FI,0.0026798343703039623,0.11647681839213898,Below Average,0.0003151188775238096
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,SG,0.0026686003770058113,0.32701485912311634,Below Average,0.00031379788418278395
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,DK,0.0022482566721794867,0.021426837540753373,Below Average,0.0002643701143523497
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,UA,0.0019529806955403217,0.03189467987349113,Below Average,0.0002296489258530297
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,GR,0.0019213230223778554,0.023299144409337967,Below Average,0.0002259263336874398
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,AE,0.0018497630553336267,0.26815410287232694,Below Average,0.000217511673161961
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,IL,0.0018184241852106835,0.028422382266367036,Below Average,0.00021382656870720838
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,CZ,0.001658744486931829,0.16127668357552277,Below Average,0.00019505000257216554
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,BA,0.001637857627043149,0.25157053759463666,Below Average,0.0001925939389004501
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,NO,0.0015526875073225343,0.0860178143160114,Below Average,0.00018257887497622545
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,VE,0.001518279551202684,0.018801138133946523,Below Average,0.00017853287995857594
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,CL,0.0014850182455103458,0.018349462577946535,Below Average,0.00017462171834691369
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,JP,0.0012663007664550031,0.30090089571650125,Below Average,0.00014890296227060463
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,DZ,0.0011617592500338786,0.01173223038718819,Below Average,0.00013661003638148518
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,LB,0.001150979923937474,0.009989476776320418,Below Average,0.00013534250687383996
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,EE,0.0011459705697474175,0.10249120469946346,Below Average,0.00013475346223474507
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,JO,0.0011443463713827356,0.01754197583922251,Below Average,0.00013456247447399903
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,NZ,0.0011264369728115043,0.018878370315458675,Below Average,0.00013245652731643168
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,SI,0.0008906454187380992,0.09576681437094527,Below Average,0.00010473004889202882
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,HU,0.0008472670599646672,0.008624956772648124,Below Average,9.962923375323405e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,HK,0.0008011798135075542,0.01362800626632728,Below Average,9.420988338865113e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,PT,0.0007118116959513635,0.004440226303591959,Below Average,8.370118135736535e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,JM,0.0006640848092887451,0.011313184790999046,Below Average,7.808902744237376e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,LT,0.0006548077639933243,0.09207513020352381,Below Average,7.699814953864013e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,KR,0.0006308711191036656,0.15341763885466522,Below Average,7.41834648876407e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,PR,0.000591222148420081,0.007923937731184603,Below Average,6.952118453358716e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,HR,0.00048601090835810736,0.008231290150362034,Below Average,5.7149506552810803e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,BG,0.0004718811128224646,0.0077540437769243985,Below Average,5.54879989021243e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,SK,0.0003675229836485124,0.005698052275022606,Below Average,4.321663732463602e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,PA,0.0003555515743849182,0.003148727443275168,Below Average,4.180893202339605e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,LU,0.00034617595654088843,0.0032730592201108263,Below Average,4.070646307835907e-05
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,SA,0.0002825250443923246,0.0019041552194777535,Below Average,3.322181991836146e-05
